Andrew Saalfrank*,ARI,saalfan01
Eduardo Salazar,TOT,salazed01
Eduardo Salazar,LAD,salazed01
Eduardo Salazar,WSN,salazed01
Chris Sale*,ATL,salech01
Bryan Sammons*,DET,sammobr01
Cristopher Sánchez*,PHI,sanchcr01
Sixto Sánchez,MIA,sanchsi01
Nick Sandlin,CLE,sandlni01
Patrick Sandoval*,LAA,sandopa02
Cole Sands,MIN,sandsco01
Miguel Sanó,LAA,sanomi01
Dennis Santana,TOT,santade01
Dennis Santana,NYY,santade01
Dennis Santana,PIT,santade01
Tony Santillan,CIN,santito01
Gregory Santos,SEA,santogr01
Tayler Saucedo*,SEA,sauceta01
Matt Sauer,KCR,sauerma01
Josh Sborz,TEX,sborzjo01
Max Scherzer,TEX,scherma01
Clarke Schmidt,NYY,schmicl01
John Schreiber,KCR,schrejo01
Spencer Schwellenbach,ATL,schwesp01
Christian Scott,NYM,scottch01
Tanner Scott*,TOT,scottta01
Tanner Scott*,MIA,scottta01
Tanner Scott*,SDP,scottta01
Tayler Scott,HOU,scottta02
JP Sears*,OAK,searsjp01
Colin Selby,KCR,selbyco01
Kodai Senga,NYM,sengako01
Luis Severino,NYM,severlu01
Paul Sewald,ARI,sewalpa01
Bryan Shaw,CHW,shawbr01
Chasen Shreve*,COL,shrevch01
Chase Shugart,BOS,shugach01
Jared Shuster*,CHW,shustja01
Chase Silseth,LAA,silsech01
Lucas Sims,TOT,simslu01
Lucas Sims,CIN,simslu01
Lucas Sims,BOS,simslu01
Brady Singer,KCR,singebr01
Paul Skenes,PIT,skenepa01
Tarik Skubal*,DET,skubata01
Justin Slaten,BOS,slateju01
Burch Smith,TOT,smithbu03
Burch Smith,MIA,smithbu03
Burch Smith,BAL,smithbu03
Cade Smith,CLE,smithca06
Dominic Smith*,BOS,smithdo02
Drew Smith,NYM,smithdr01
Pavin Smith*,ARI,smithpa04
Will Smith*,KCR,smithwi04
AJ Smith-Shawver,ATL,smithaj01
Drew Smyly*,CHC,smylydr01
Kirby Snead*,SEA,sneadki01
Blake Snell*,SFG,snellbl01
Collin Snider,SEA,snideco01
George Soriano,MIA,soriage01
José Soriano,LAA,soriajo02
Michael Soroka,CHW,sorokmi01
Gregory Soto*,TOT,sotogr01
Gregory Soto*,PHI,sotogr01
Gregory Soto*,BAL,sotogr01
Alex Speas,HOU,speasal01
Gabe Speier*,SEA,speiega01
Mitch Spence,OAK,spencmi01
Carson Spiers,CIN,spierca01
Jeffrey Springs*,TBR,sprinje01
Ryne Stanek,TOT,stanery01
Ryne Stanek,SEA,stanery01
Ryne Stanek,NYM,stanery01
Josh Staumont,MIN,staumjo01
Justin Steele*,CHC,steelju01
Jackson Stephens,ATL,stephja01
Justin Sterner,TBR,sternju01
Brock Stewart,MIN,stewabr01
Gavin Stone,LAD,stonega01
Matt Strahm*,PHI,strahma01
Chris Stratton,KCR,stratch01
Hunter Stratton,PIT,strathu01
Hunter Strickland,LAA,strichu01
Spencer Strider,ATL,stridsp01
Ross Stripling,OAK,stripro01
Marcus Stroman,NYY,stromma01
Peter Strzelecki,CLE,strzepe01
Garrett Stubbs,PHI,stubbga01
Albert Suárez,BAL,suareal01
José Suarez*,LAA,suarejo01
Ranger Suárez*,PHI,suarera01
Robert Suarez,SDP,suarero01
Wander Suero,HOU,suerowa01
Cole Sulser,TOT,sulseco01
Cole Sulser,NYM,sulseco01
Cole Sulser,TBR,sulseco01
Brent Suter*,CIN,suterbr01
Erik Swanson,TOR,swanser01
Jameson Taillon,CHC,taillja01
Dillon Tate,BAL,tatedi01
Troy Taylor,SEA,taylotr01
Julio Teheran,NYM,teherju01
Kai-Wei Teng,SFG,tengka01
Caleb Thielbar*,MIN,thielca01
Keegan Thompson,CHC,thompke02
Ryan Thompson,ARI,thompry02
Zack Thompson*,STL,thompza02
Trent Thornton,SEA,thorntr01
Drew Thorpe,CHW,thorpdr01
Jesús Tinoco,TOT,tinocje01
Jesús Tinoco,TOT,tinocje01
Jesús Tinoco,TEX,tinocje01
Jesús Tinoco,CHC,tinocje01
Jesús Tinoco,MIA,tinocje01
Michael Tonkin,TOT,tonkimi01
Michael Tonkin,TOT,tonkimi01
Michael Tonkin,NYM,tonkimi01
Michael Tonkin,MIN,tonkimi01
Michael Tonkin,NYY,tonkimi01
Luis Torrens,NYM,torrelu01
Touki Toussaint,CHW,toussto01
Blake Treinen,LAD,treinbl01
Jose Trevino,NYY,trevijo01
Cole Tucker,LAA,tuckeco01
Spencer Turnbull,PHI,turnbsp01
Kyle Tyler,MIA,tylerky01
Edwin Uceta,TBR,ucetaed01
José Ureña,TEX,urenajo01
Abner Uribe,MIL,uribeab01
Naoyuki Uwasawa,BOS,uwasana01
Framber Valdez*,HOU,valdefr01
Ricky Vanasco,LAD,vanasri01
Ildemaro Vargas,WSN,vargail01
Gus Varland,TOT,varlagu01
Gus Varland,LAD,varlagu01
Gus Varland,CHW,varlagu01
Louie Varland,MIN,varlalo01
Randy Vásquez,SDP,vasqura02
Anthony Veneziano*,KCR,venezan01
Justin Verlander,HOU,verlaju01
Alex Vesia*,LAD,vesiaal01
Nick Vespi*,BAL,vespini01
Will Vest,DET,vestwi01
Thyago Vieira,TOT,vieirth01
Thyago Vieira,TOT,vieirth01
Thyago Vieira,MIL,vieirth01
Thyago Vieira,BAL,vieirth01
Thyago Vieira,ARI,vieirth01
Eli Villalobos,MIA,villael02
Darius Vines,ATL,vinesda01
Victor Vodnik,COL,vodnivi01
Austin Voth,SEA,vothau01
Michael Wacha,KCR,wachami01
Jacob Waguespack,TBR,wagueja01
Hurston Waldrep,ATL,waldrhu01
Matt Waldron,SDP,waldrma01
Josh Walker*,NYM,walkejo03
Ryan Walker,SFG,walkery01
Taijuan Walker,PHI,walketa01
Matt Wallner,MIN,wallnma01
Blake Walston*,ARI,walstbl01
Andrew Wantz,LAA,wantzan01
Will Warren,NYY,warrewi01
Ryan Weathers*,MIA,weathry01
Luke Weaver,NYY,weavelu01
Jacob Webb,BAL,webbja01
Logan Webb,SFG,webblo01
Jordan Weems,WSN,weemsjo01
Greg Weissert,BOS,weissgr01
Tyler Wells,BAL,wellsty01
Joey Wentz*,DET,wentzjo01
Hayden Wesneski,CHC,wesneha01
Zack Wheeler,PHI,wheelza01
Mitch White,TOT,whitemi03
Mitch White,TOT,whitemi03
Mitch White,TOR,whitemi03
Mitch White,SFG,whitemi03
Mitch White,MIL,whitemi03
Owen White,TEX,whiteow01
Forrest Whitley,HOU,whitlfo01
Garrett Whitlock,BOS,whitlga01
Jordan Wicks*,CHC,wicksjo01
Devin Williams,MIL,willide03
Gavin Williams,CLE,williga01
Luke Williams,ATL,willilu01
Trevor Williams,WSN,willitr01
Amos Willingham,WSN,william01
Bryse Wilson,MIL,wilsobr02
Justin Wilson*,CIN,wilsoju10
Steven Wilson,CHW,wilsost02
Allan Winans,ATL,winanal01
Josh Winckowski,BOS,winckjo01
Josh Winder,MIN,windejo01
Trey Wingenter,BOS,wingetr01
Cole Winn,TEX,winnco01
Keaton Winn,SFG,winnke01
Patrick Wisdom,CHC,wisdopa01
Bryan Woo,SEA,woobr01
Alex Wood*,OAK,woodal02
Jake Woodford,TOT,woodfja01
Jake Woodford,CHW,woodfja01
Jake Woodford,PIT,woodfja01
Simeon Woods Richardson,MIN,woodssi01
Justin Wrobleski*,LAD,wroblju01
Yoshinobu Yamamoto,LAD,yamamyo01
Ryan Yarbrough*,TOT,yarbrry01
Ryan Yarbrough*,LAD,yarbrry01
Ryan Yarbrough*,TOR,yarbrry01
Mike Yastrzemski*,SFG,yastrmi01
Kirby Yates,TEX,yateski01
Alex Young*,TOT,youngal01
Alex Young*,CIN,youngal01
Alex Young*,NYM,youngal01
Danny Young*,NYM,youngda02
Rob Zastryzny*,MIL,zastrro01
Angel Zerpa*,KCR,zerpaan01
Tyler Zuber,TBR,zuberty01
Yosver Zulueta,CIN,zulueyo01
Guillo Zuñiga,LAA,zuniggu01
