
Rk	Name	Age	Tm	W	L	W-L%	ERA	G	GS
▼	GF	CG	SHO	SV	IP	H	R	ER	HR	BB	IBB	SO	HBP	BK	WP	BF	ERA+	FIP	WHIP	H9	HR9	BB9	SO9	SO/W
141	Ray Kerr*	29	ATL	1	2	.333	5.64	10	2	3	0	0	0	22.1	29	14	14	4	7	0	27	3	0	2	103	75	4.43	1.612	11.7	1.6	2.8	10.9	3.86
142	Joe Mantiply*	33	ARI	6	2	.750	3.60	55	2	7	0	0	1	45.0	40	19	18	1	12	4	37	0	1	1	182	115	2.62	1.156	8.0	0.2	2.4	7.4	3.08
143	Scott McGough	34	ARI	1	3	.250	6.83	23	2	6	0	0	0	29.0	28	25	22	5	19	0	20	1	1	1	131	61	6.11	1.621	8.7	1.6	5.9	6.2	1.05
144	Michael Mercado	25	PHI	1	2	.333	9.26	4	2	0	0	0	0	11.2	12	12	12	6	8	0	8	0	0	1	54	45	10.55	1.714	9.3	4.6	6.2	6.2	1.00
145	Wade Miley*	37	MIL	0	1	.000	6.43	2	2	0	0	0	0	7.0	6	5	5	1	4	0	2	1	1	0	30	68	6.61	1.429	7.7	1.3	5.1	2.6	0.50
146	Eduardo Rodríguez*	31	ARI	1	0	1.000	5.06	2	2	0	0	0	0	10.2	10	6	6	2	3	0	6	0	0	0	45	84	5.33	1.219	8.4	1.7	2.5	5.1	2.00
147	Spencer Strider	25	ATL	0	0		7.00	2	2	0	0	0	0	9.0	10	7	7	2	5	0	12	0	0	0	42	62	5.07	1.667	10.0	2.0	5.0	12.0	2.40
148	Zack Thompson*	26	STL	0	2	.000	9.53	5	2	0	0	0	0	17.0	24	18	18	6	8	0	20	1	0	0	83	45	7.00	1.882	12.7	3.2	4.2	10.6	2.50
149	Darius Vines	26	ATL	0	1	.000	8.56	4	2	1	0	0	0	13.2	21	14	13	4	4	0	9	1	0	0	66	50	6.76	1.829	13.8	2.6	2.6	5.9	2.25
150	Hurston Waldrep	22	ATL	0	1	.000	16.71	2	2	0	0	0	0	7.0	9	13	13	3	8	0	3	1	0	0	36	26	11.75	2.429	11.6	3.9	10.3	3.9	0.38
151	Blake Walston*	23	ARI	0	0		2.84	3	2	0	0	0	0	12.2	9	4	4	0	9	0	11	3	0	0	56	149	4.28	1.421	6.4	0.0	6.4	7.8	1.22
152	Allan Winans	28	ATL	0	2	.000	15.26	2	2	0	0	0	0	7.2	14	14	13	3	4	0	4	0	0	0	41	29	8.79	2.348	16.4	3.5	4.7	4.7	1.00
153	Jake Woodford	27	PIT	0	2	.000	3.07	4	2	1	0	0	0	14.2	9	8	5	1	0	0	7	2	0	1	56	137	3.52	0.614	5.5	0.6	0.0	4.3	
154	Joan Adon	25	WSN	0	0		6.48	6	1	3	0	0	0	8.1	10	6	6	1	3	0	4	1	0	0	38	64	5.22	1.560	10.8	1.1	3.2	4.3	1.33
155	Anthony Banda*	30	LAD	1	2	.333	2.41	35	1	6	0	0	1	37.1	29	12	10	3	15	5	40	2	0	0	155	167	3.44	1.179	7.0	0.7	3.6	9.6	2.67
156	Spencer Bivens	30	SFG	2	1	.667	1.99	11	1	3	0	0	0	22.2	19	6	5	5	6	0	18	1	0	0	92	199	5.38	1.103	7.5	2.0	2.4	7.1	3.00
157	Bradley Blalock	23	TOT	0	0		4.05	2	1	0	0	0	0	6.2	6	3	3	0	1	0	4	0	0	0	27	122	2.43	1.050	8.1	0.0	1.4	5.4	4.00
158	Ryan Brasier	36	LAD	0	0		4.63	12	1	1	0	0	0	11.2	10	6	6	3	3	0	12	0	0	0	47	89	5.23	1.114	7.7	2.3	2.3	9.3	4.00
159	Gordon Graceffo	24	STL	0	1	.000	4.70	2	1	1	0	0	0	7.2	7	4	4	1	2	0	6	0	0	0	31	94	4.09	1.174	8.2	1.2	2.3	7.0	3.00
160	Elieser Hernández	29	TOT	0	1	.000	6.32	9	1	3	0	0	0	15.2	14	11	11	5	5	0	8	0	0	2	64	67	7.26	1.213	8.0	2.9	2.9	4.6	1.60
161	Brent Honeywell Jr.	29	TOT	0	1	.000	2.08	11	1	6	0	0	1	21.2	20	6	5	2	5	0	13	2	0	0	84	199	4.15	1.154	8.3	0.8	2.1	5.4	2.60
162	Kyle Hurt	26	LAD	0	1	.000	1.35	3	1	0	0	0	0	6.2	8	2	1	0	1	0	3	0	0	0	27	312	2.73	1.350	10.8	0.0	1.4	4.1	3.00
163	Daulton Jefferies	28	TOT	0	2	.000	9.82	6	1	2	0	0	0	14.2	24	20	16	4	4	0	12	1	0	0	73	43	6.11	1.909	14.7	2.5	2.5	7.4	3.00
164	Jakob Junis	31	TOT	4	0	1.000	3.51	15	1	4	0	0	1	33.1	32	15	13	5	6	0	25	2	0	1	134	122	4.35	1.140	8.6	1.4	1.6	6.8	4.17
165	Luke Little*	23	CHC	3	1	.750	3.46	30	1	7	0	0	0	26.0	15	11	10	1	18	1	28	4	0	3	109	123	4.06	1.269	5.2	0.3	6.2	9.7	1.56
166	Joey Lucchesi*	31	NYM	0	1	.000	10.38	1	1	0	0	0	0	4.1	5	5	5	1	4	0	2	0	0	0	21	41	8.02	2.077	10.4	2.1	8.3	4.2	0.50
167	Anthony Maldonado	26	MIA	0	1	.000	6.23	11	1	4	0	0	1	13.0	15	9	9	1	5	1	8	0	0	0	57	73	4.10	1.538	10.4	0.7	3.5	5.5	1.60
168	Germán Márquez	29	COL	0	0		6.75	1	1	0	0	0	0	4.0	5	3	3	1	4	0	3	0	0	0	20	73	7.93	2.250	11.3	2.3	9.0	6.8	0.75
169	Michael McGreevy	23	STL	1	0	1.000	1.29	1	1	0	0	0	0	7.0	5	1	1	0	1	0	3	0	0	0	27	346	2.75	0.857	6.4	0.0	1.3	3.9	3.00
170	Cristian Mena	21	ARI	0	0		12.00	1	1	0	0	0	0	3.0	4	4	4	2	3	0	2	0	1	0	15	38	13.51	2.333	12.0	6.0	9.0	6.0	0.67
171	Hoby Milner*	33	MIL	4	1	.800	4.92	51	1	10	0	0	1	53.0	56	31	29	5	14	2	52	0	0	0	223	86	3.23	1.321	9.5	0.8	2.4	8.8	3.71
172	Anthony Molina	22	COL	1	1	.500	6.60	27	1	14	0	0	0	46.1	57	35	34	4	20	1	29	2	0	3	210	69	4.47	1.662	11.1	0.8	3.9	5.6	1.45
173	Emilio Pagán	33	CIN	2	3	.400	3.86	24	1	2	0	0	0	23.1	23	11	10	4	8	0	27	0	0	0	96	112	4.12	1.329	8.9	1.5	3.1	10.4	3.38
174	Randy Rodríguez	24	SFG	3	2	.600	3.93	33	1	8	0	0	0	50.1	44	26	22	4	16	0	52	3	0	4	211	100	3.28	1.192	7.9	0.7	2.9	9.3	3.25
175	Jackson Rutledge	25	WSN	0	0		4.76	2	1	1	0	0	0	5.2	5	3	3	1	2	0	7	0	0	0	24	89	4.06	1.235	7.9	1.6	3.2	11.1	3.50
176	Tony Santillan	27	CIN	0	1	.000	1.64	11	1	2	0	0	0	11.0	6	2	2	2	2	0	17	0	0	0	42	269	3.00	0.727	4.9	1.6	1.6	13.9	8.50
177	Kodai Senga	31	NYM	1	0	1.000	3.38	1	1	0	0	0	0	5.1	2	2	2	1	1	0	9	1	0	0	20	125	3.36	0.563	3.4	1.7	1.7	15.2	9.00
178	AJ Smith-Shawver	21	ATL	0	0		0.00	1	1	0	0	0	0	4.1	3	0	0	0	2	0	4	0	0	0	18		2.72	1.154	6.2	0.0	4.2	8.3	2.00
179	Julio Teheran	33	NYM	0	0		13.50	1	1	0	0	0	0	2.2	6	4	4	1	2	0	3	0	0	0	16	33	8.05	3.000	20.3	3.4	6.8	10.1	1.50
180	Ryan Walker	28	SFG	7	3	.700	2.17	61	1	10	0	0	1	62.1	42	16	15	4	14	1	74	8	0	1	242	181	2.70	0.898	6.1	0.6	2.0	10.7	5.29
181	Jason Adam	32	SDP	3	0	1.000	0.00	7	0	1	0	0	0	7.0	4	0	0	0	1	0	8	1	0	0	27		1.75	0.714	5.1	0.0	1.3	10.3	8.00
182	Ty Adcock	27	NYM	0	0		14.54	3	0	1	0	0	0	4.1	7	7	7	4	2	0	3	0	0	0	21	29	15.18	2.077	14.5	8.3	4.2	6.2	1.50
183	Logan Allen*	27	ARI	0	1	.000	5.46	12	0	4	0	0	1	28.0	32	17	17	3	10	0	21	2	0	0	128	76	4.36	1.500	10.3	1.0	3.2	6.8	2.10
184	Yency Almonte	30	CHC	1	0	1.000	3.45	17	0	2	0	0	1	15.2	9	7	6	1	8	1	20	2	0	1	67	124	3.37	1.085	5.2	0.6	4.6	11.5	2.50
185	José Alvarado*	29	PHI	1	5	.167	4.44	52	0	21	0	0	13	48.2	41	26	24	6	20	1	49	1	0	4	204	92	4.06	1.253	7.6	1.1	3.7	9.1	2.45
186	Adbert Alzolay	29	CHC	1	4	.200	4.67	18	0	11	0	0	4	17.1	19	13	9	6	6	0	13	1	0	0	75	91	7.39	1.442	9.9	3.1	3.1	6.8	2.17
187	Matt Andriese	34	MIA	0	1	.000	6.00	4	0	4	0	0	0	6.0	7	5	4	2	1	1	7	0	0	0	26	78	5.68	1.333	10.5	3.0	1.5	10.5	7.00
188	Tejay Antone	30	CIN	0	0		4.50	4	0	2	0	0	0	2.0	2	2	1	0	4	0	2	0	0	0	11	112	7.18	3.000	9.0	0.0	18.0	9.0	0.50
189	Shawn Armstrong	33	STL	0	0		4.32	6	0	3	0	0	0	8.1	9	4	4	1	2	0	9	0	0	0	34	102	3.30	1.320	9.7	1.1	2.2	9.7	4.50
190	Nick Avila	26	SFG	1	0	1.000	8.49	8	0	4	0	0	0	11.2	17	12	11	2	3	0	14	0	0	0	55	47	3.78	1.714	13.1	1.5	2.3	10.8	4.67
191	Pedro Avila	27	SDP	1	0	1.000	9.00	4	0	2	0	0	0	8.0	5	8	8	1	6	0	9	1	0	3	35	47	5.18	1.375	5.6	1.1	6.8	10.1	1.50
192	Tanner Banks*	32	PHI	0	0		3.68	6	0	1	0	0	0	7.1	4	3	3	1	3	0	6	0	0	0	28	116	4.54	0.955	4.9	1.2	3.7	7.4	2.00
193	Jacob Barnes	34	WSN	6	2	.750	3.55	45	0	3	0	0	0	50.2	48	22	20	6	13	1	43	0	0	1	206	113	3.79	1.204	8.5	1.1	2.3	7.6	3.31
194	Matt Barnes	34	WSN	0	0		6.75	14	0	8	0	0	0	13.1	16	11	10	1	4	0	10	0	1	2	60	61	3.55	1.500	10.8	0.7	2.7	6.8	2.50
195	Tucker Barnhart	33	ARI	0	0		18.00	1	0	1	0	0	0	1.0	4	2	2	1	0	0	0	0	0	0	7	31	16.18	4.000	36.0	9.0	0.0	0.0	
196	Jake Bauers*	28	MIL	0	0		0.00	3	0	3	0	0	0	3.0	2	0	0	0	4	0	0	0	0	0	14		7.18	2.000	6.0	0.0	12.0	0.0	0.00
197	Mike Baumann	28	SFG	0	0		27.00	1	0	0	0	0	0	0.2	3	2	2	0	0	0	1	0	0	0	5	23	0.18	4.500	40.5	0.0	0.0	13.5	
198	David Bednar	29	PIT	3	5	.375	5.75	43	0	34	0	0	20	40.2	40	28	26	7	15	0	41	3	0	2	183	72	4.73	1.352	8.9	1.5	3.3	9.1	2.73
199	Jalen Beeks*	30	TOT	6	4	.600	4.39	53	0	21	0	0	9	55.1	55	31	27	6	21	1	44	1	0	6	238	104	4.19	1.373	8.9	1.0	3.4	7.2	2.10
200	Anthony Bender	29	MIA	4	2	.667	4.00	50	0	9	0	0	0	45.0	44	21	20	3	13	1	50	4	0	1	194	112	2.95	1.267	8.8	0.6	2.6	10.0	3.85
201	Hunter Bigge	26	CHC	0	0		2.70	4	0	2	0	0	0	3.1	3	1	1	0	2	0	5	0	0	0	15	172	1.98	1.500	8.1	0.0	5.4	13.5	2.50
202	Jake Bird	28	COL	1	2	.333	6.12	24	0	3	0	0	1	25.0	28	18	17	4	18	1	17	2	0	1	118	75	6.30	1.840	10.1	1.4	6.5	6.1	0.94
203	Ryan Borucki*	30	PIT	0	0		5.40	4	0	0	0	0	0	3.1	4	2	2	0	0	0	6	0	0	0	14	84	-0.42	1.200	10.8	0.0	0.0	16.2	
204	David Bote	31	CHC	0	0		0.00	1	0	1	0	0	0	1.0	1	0	0	0	1	0	0	0	0	0	5		6.18	2.000	9.0	0.0	9.0	0.0	0.00
205	Matt Bowman	33	ARI	0	0		8.10	4	0	1	0	0	0	6.2	8	6	6	1	2	0	4	0	0	0	31	53	4.83	1.500	10.8	1.4	2.7	5.4	2.00
206	Huascar Brazobán	34	TOT	1	3	.250	3.16	25	0	2	0	0	0	37.0	23	17	13	2	13	0	42	2	0	1	148	140	2.83	0.973	5.6	0.5	3.2	10.2	3.23
207	Colten Brewer	31	CHC	0	0		5.66	16	0	8	0	0	1	20.2	24	16	13	1	9	0	22	1	0	1	95	75	3.13	1.597	10.5	0.4	3.9	9.6	2.44
208	Jhony Brito	26	SDP	1	2	.333	4.12	26	0	9	0	0	0	43.2	49	23	20	4	10	1	29	0	0	1	185	99	3.73	1.351	10.1	0.8	2.1	6.0	2.90
209	Connor Brogdon	29	TOT	0	1	.000	24.00	4	0	2	0	0	0	3.0	5	9	8	4	6	0	3	0	0	1	19	21	24.51	3.667	15.0	12.0	18.0	9.0	0.50
210	Justin Bruihl*	27	PIT	0	0		9.53	7	0	0	0	0	0	5.2	9	6	6	1	1	1	5	1	0	1	27	46	4.77	1.765	14.3	1.6	1.6	7.9	5.00
211	JB Bukauskas	27	MIL	0	0		1.50	6	0	2	0	0	0	6.0	3	1	1	1	1	0	6	0	0	0	22	296	3.84	0.667	4.5	1.5	1.5	9.0	6.00
212	Aaron Bummer*	30	ATL	3	2	.600	3.74	42	0	10	0	0	0	43.1	53	19	18	1	13	2	54	2	0	1	193	113	2.02	1.523	11.0	0.2	2.7	11.2	4.15
213	Raymond Burgos*	25	SFG	0	0		9.00	1	0	0	0	0	0	1.0	3	1	1	0	1	0	1	0	0	0	7	60	4.18	4.000	27.0	0.0	9.0	9.0	1.00
214	Matt Carasiti	32	COL	0	1	.000	10.38	7	0	1	0	0	0	8.2	16	10	10	2	3	0	7	1	0	0	43	46	5.95	2.192	16.6	2.1	3.1	7.3	2.33
215	Humberto Castellanos	26	ARI	0	0		5.23	7	0	4	0	0	1	10.1	11	6	6	0	4	0	7	2	0	1	48	81	3.56	1.452	9.6	0.0	3.5	6.1	1.75
216	Miguel Castro	29	ARI	0	0		5.93	11	0	2	0	0	0	13.2	20	9	9	3	3	0	8	1	0	0	64	71	5.74	1.683	13.2	2.0	2.0	5.3	2.67
217	Aroldis Chapman*	36	PIT	4	4	.500	3.43	50	0	7	0	0	4	44.2	28	22	17	5	34	0	72	2	1	4	196	121	3.83	1.388	5.6	1.0	6.9	14.5	2.12
218	JT Chargois	33	MIA	1	0	1.000	1.62	15	0	7	0	0	0	16.2	15	3	3	3	7	1	12	0	0	0	71	279	5.34	1.320	8.1	1.6	3.8	6.5	1.71
219	Jesse Chavez	40	ATL	1	2	.333	2.41	38	0	14	0	0	0	52.1	45	18	14	8	18	1	46	1	1	0	216	175	4.50	1.204	7.7	1.4	3.1	7.9	2.56
220	Angel Chivilli	21	COL	0	1	.000	6.00	12	0	6	0	0	0	12.0	16	8	8	5	0	0	6	0	0	0	50	78	7.59	1.333	12.0	3.8	0.0	4.5	
221	Roansy Contreras	24	PIT	1	0	1.000	4.41	12	0	6	0	0	0	16.1	19	8	8	3	8	2	16	0	0	0	74	95	5.07	1.653	10.5	1.7	4.4	8.8	2.00
222	Tom Cosgrove*	28	SDP	0	1	.000	11.66	18	0	3	0	0	0	14.2	23	19	19	3	6	0	15	4	0	0	76	36	5.84	1.977	14.1	1.8	3.7	9.2	2.50
223	Brandon Crawford	37	STL	0	0		27.00	1	0	1	0	0	0	1.1	3	4	4	0	2	0	0	1	0	0	10	20	9.93	3.750	20.3	0.0	13.5	0.0	0.00
224	Nabil Crismatt	29	LAD	1	1	.500	2.57	5	0	4	0	0	0	7.0	7	3	2	1	0	0	6	0	0	0	26	163	3.32	1.000	9.0	1.3	0.0	7.7	
225	Declan Cronin	26	MIA	3	3	.500	4.79	42	0	7	0	0	0	56.1	65	33	30	0	20	2	61	5	0	1	251	93	2.34	1.509	10.4	0.0	3.2	9.7	3.05
226	Fernando Cruz	34	CIN	3	8	.273	4.94	57	0	4	0	0	0	47.1	37	26	26	5	26	1	73	1	0	8	205	87	3.18	1.331	7.0	1.0	4.9	13.9	2.81
227	José Cuas	30	CHC	0	0		7.43	9	0	2	0	0	0	13.1	16	12	11	3	6	0	14	3	0	2	65	58	6.03	1.650	10.8	2.0	4.1	9.5	2.33
228	John Curtiss	31	COL	0	0		15.43	3	0	2	0	0	0	2.1	6	4	4	2	0	0	1	0	0	0	12	34	13.46	2.571	23.1	7.7	0.0	3.9	
229	Austin Davis*	31	SDP	0	0		9.00	7	0	0	0	0	0	7.0	6	8	7	0	5	0	6	2	0	0	33	48	4.46	1.571	7.7	0.0	6.4	7.7	1.20
230	Noah Davis	27	COL	0	0		4.32	7	0	2	0	0	0	16.2	24	10	8	2	5	0	12	0	0	0	77	108	4.20	1.740	13.0	1.1	2.7	6.5	2.40
231	Brett de Geus	26	MIA	0	1	.000	11.57	3	0	2	0	0	0	2.1	4	4	3	0	0	0	2	1	0	0	13	44	2.75	1.714	15.4	0.0	0.0	7.7	
232	Enyel De Los Santos	28	SDP	1	2	.333	4.46	44	0	13	0	0	1	40.1	39	21	20	11	13	1	48	1	0	2	170	92	5.38	1.289	8.7	2.5	2.9	10.7	3.69
233	Alexis Díaz	27	CIN	1	3	.250	4.07	44	0	38	0	0	24	42.0	32	24	19	3	26	1	41	4	1	1	183	106	4.30	1.381	6.9	0.6	5.6	8.8	1.58
234	Edwin Díaz	30	NYM	3	1	.750	3.71	34	0	22	0	0	14	34.0	25	16	14	5	12	0	48	2	0	3	137	107	3.50	1.088	6.6	1.3	3.2	12.7	4.00
235	Jake Diekman*	37	NYM	2	3	.400	5.63	43	0	10	0	0	4	32.0	23	24	20	7	24	0	40	4	0	2	145	71	6.15	1.469	6.5	2.0	6.8	11.3	1.67
236	Dylan Dodd*	26	ATL	0	0		9.00	1	0	1	0	0	0	2.0	4	2	2	0	1	0	2	0	0	0	9	55	2.68	2.500	18.0	0.0	4.5	9.0	2.00
237	Seranthony Domínguez	29	PHI	3	2	.600	4.75	38	0	10	0	0	1	36.0	32	22	19	6	12	0	40	2	1	5	157	86	4.29	1.222	8.0	1.5	3.0	10.0	3.33
238	Camilo Doval	26	SFG	4	1	.800	4.70	46	0	36	0	0	22	44.0	42	25	23	4	29	1	56	2	0	4	203	83	3.93	1.614	8.6	0.8	5.9	11.5	1.93
239	Parker Dunshee	29	ATL	0	0		19.29	1	0	0	0	0	0	2.1	4	5	5	2	2	0	3	1	0	0	14	25	15.61	2.571	15.4	7.7	7.7	11.6	1.50
240	Carl Edwards Jr.	32	SDP	0	0			1	0	0	0	0	0	0.0	1	0	0	0	2	0	0	0	0	1	3								0.00
241	Kent Emanuel*	32	MIA	0	0		5.40	6	0	3	0	0	0	11.2	12	8	7	3	3	0	8	2	0	0	50	84	6.43	1.286	9.3	2.3	2.3	6.2	2.67
242	Carlos Estévez	31	PHI	0	1	.000	1.17	7	0	6	0	0	1	7.2	5	3	1	1	2	1	8	1	0	1	30	363	3.96	0.913	5.9	1.2	2.3	9.4	4.00
243	Jeremiah Estrada	25	SDP	4	2	.667	3.38	44	0	7	0	0	1	45.1	36	19	17	4	17	1	76	0	0	2	193	121	2.10	1.169	7.1	0.8	3.4	15.1	4.47
244	Buck Farmer	33	CIN	2	0	1.000	2.45	44	0	20	0	0	0	55.0	40	16	15	5	21	5	50	5	0	1	228	175	3.96	1.109	6.5	0.8	3.4	8.2	2.38
245	Calvin Faucher	28	MIA	2	3	.400	3.22	44	0	10	0	0	2	44.2	42	22	16	0	23	3	49	3	0	5	197	139	2.73	1.455	8.5	0.0	4.6	9.9	2.13
246	Ryan Fernandez	26	STL	1	4	.200	3.38	45	0	10	0	0	1	50.2	44	23	19	4	21	3	48	2	0	0	213	126	3.67	1.283	7.8	0.7	3.7	8.5	2.29
247	Jose A. Ferrer*	24	WSN	0	0		7.45	11	0	2	0	0	0	9.2	11	8	8	0	5	0	8	1	0	0	46	56	3.38	1.655	10.2	0.0	4.7	7.4	1.60
248	Matt Festa	31	NYM	0	1	.000	36.00	1	0	1	0	0	0	1.0	4	5	4	0	1	1	1	0	0	0	8	15	4.18	5.000	36.0	0.0	9.0	9.0	1.00
249	J.P. Feyereisen	31	LAD	0	1	.000	8.18	10	0	6	0	0	1	11.0	11	10	10	3	5	0	9	1	0	0	48	50	6.72	1.455	9.0	2.5	4.1	7.4	1.80
250	Kyle Finnegan	32	WSN	3	5	.375	3.49	50	0	45	0	0	30	49.0	39	23	19	9	17	2	48	0	0	2	201	115	4.65	1.143	7.2	1.7	3.1	8.8	2.82
251	Tyler Fitzgerald	26	SFG	0	0		9.00	3	0	3	0	0	0	3.0	6	3	3	0	0	0	0	0	0	0	14	49	3.18	2.000	18.0	0.0	0.0	0.0	
252	Dylan Floro	33	TOT	4	3	.571	2.51	57	0	8	0	0	0	57.1	51	18	16	1	13	0	42	0	0	1	227	161	2.62	1.116	8.0	0.2	2.0	6.6	3.23
253	Luis Frías	26	ARI	0	1	.000	9.95	7	0	4	0	0	0	6.1	11	8	7	1	4	0	7	0	0	1	31	44	4.91	2.368	15.6	1.4	5.7	9.9	1.75
254	Giovanny Gallegos	32	STL	2	1	.667	6.53	21	0	6	0	0	1	20.2	24	15	15	6	10	0	21	0	0	1	94	66	6.37	1.645	10.5	2.6	4.4	9.1	2.10
255	Robert Garcia*	28	WSN	2	4	.333	4.91	55	0	4	0	0	0	44.0	43	29	24	4	16	1	57	1	0	3	193	82	2.93	1.341	8.8	0.8	3.3	11.7	3.56
256	Reed Garrett	31	NYM	7	3	.700	3.56	37	0	12	0	0	4	43.0	38	21	17	6	22	1	66	2	0	3	187	112	3.60	1.395	8.0	1.3	4.6	13.8	3.00
257	Domingo Germán	31	PIT	0	0		3.00	2	0	2	0	0	0	6.0	2	2	2	1	2	0	4	0	0	0	22	145	5.01	0.667	3.0	1.5	3.0	6.0	2.00
258	Logan Gillaspie	27	SDP	0	0		3.24	7	0	2	0	0	0	8.1	7	3	3	1	0	0	5	1	0	0	33	131	3.90	0.840	7.6	1.1	0.0	5.4	
259	Kevin Ginkel	30	ARI	7	2	.778	2.87	53	0	12	0	0	5	53.1	50	22	17	3	11	0	56	3	0	3	220	144	2.60	1.144	8.4	0.5	1.9	9.5	5.09
260	Brusdar Graterol	25	LAD	0	0		54.00	1	0	0	0	0	0	0.1	1	2	2	0	1	0	0	0	0	0	3	16	12.18	6.000	27.0	0.0	27.0	0.0	0.00
261	Luis Guillorme	29	ATL	0	0		36.00	1	0	1	0	0	0	1.0	3	4	4	1	1	0	0	0	0	0	7	16	19.18	4.000	27.0	9.0	9.0	0.0	0.00
262	Vladimir Gutierrez	28	MIA	0	0		6.75	1	0	0	0	0	0	4.0	3	3	3	1	2	0	4	0	0	0	17	71	5.93	1.250	6.8	2.3	4.5	9.0	2.00
263	Geoff Hartlieb	30	COL	0	0		9.00	5	0	0	0	0	0	9.0	13	10	9	1	4	1	7	0	1	2	44	53	4.40	1.889	13.0	1.0	4.0	7.0	1.75
264	Grant Hartwig	26	NYM	0	0		6.75	4	0	2	0	0	0	6.2	6	6	5	1	4	0	4	2	0	0	31	62	6.63	1.500	8.1	1.4	5.4	5.4	1.00
265	Hunter Harvey	29	WSN	2	4	.333	4.20	43	0	2	0	0	0	45.0	43	24	21	4	12	1	50	4	0	2	190	95	3.18	1.222	8.6	0.8	2.4	10.0	4.17
266	Ben Heller	32	PIT	0	1	.000	16.50	4	0	2	0	0	0	6.0	13	12	11	1	2	1	8	4	0	0	36	26	5.68	2.500	19.5	1.5	3.0	12.0	4.00
267	Ryan Helsley	29	STL	4	4	.500	2.66	50	0	47	0	0	37	50.2	42	18	15	3	22	2	57	0	0	1	211	160	3.00	1.263	7.5	0.5	3.9	10.1	2.59
268	Jimmy Herget	30	ATL	0	1	.000	4.35	7	0	6	0	0	0	10.1	9	5	5	2	3	0	10	0	0	0	42	99	4.63	1.161	7.8	1.7	2.6	8.7	3.33
269	Kevin Herget	33	MIL	0	0		2.08	5	0	3	0	0	1	8.2	4	2	2	1	3	0	7	0	0	0	33	210	4.10	0.808	4.2	1.0	3.1	7.3	2.33
270	Daysbel Hernández	27	ATL	2	0	1.000	0.82	10	0	5	0	0	0	11.0	7	2	1	0	6	1	14	0	0	1	45	528	2.27	1.182	5.7	0.0	4.9	11.5	2.33
271	Enrique Hernández	32	LAD	0	0		0.00	2	0	2	0	0	0	2.1	1	0	0	0	0	0	0	0	0	0	8		3.18	0.429	3.9	0.0	0.0	0.0	
272	Jose Hernandez*	26	PIT	1	1	.500	3.38	7	0	2	0	0	1	5.1	5	2	2	1	4	1	4	0	1	1	25	130	6.36	1.688	8.4	1.7	6.8	6.8	1.00
273	Sean Hjelle	27	SFG	3	3	.500	3.67	42	0	11	0	0	0	61.1	60	27	25	9	8	2	58	2	0	0	250	107	3.68	1.109	8.8	1.3	1.2	8.5	7.25
274	Porter Hodge	23	CHC	1	1	.500	2.36	24	0	6	0	0	1	26.2	13	8	7	1	10	0	30	1	0	1	102	179	2.65	0.863	4.4	0.3	3.4	10.1	3.00
275	Jeff Hoffman	31	PHI	3	2	.600	1.94	52	0	16	0	0	9	51.0	37	15	11	4	14	1	72	2	0	5	207	211	2.31	1.000	6.5	0.7	2.5	12.7	5.14
276	Colin Holderman	28	PIT	3	5	.375	3.43	44	0	4	0	0	0	42.0	37	21	16	6	21	0	47	2	0	2	185	121	4.44	1.381	7.9	1.3	4.5	10.1	2.24
277	Bryan Hudson*	27	MIL	4	1	.800	1.74	36	0	1	0	0	0	51.2	26	10	10	6	14	0	54	3	1	0	195	242	3.58	0.774	4.5	1.0	2.4	9.4	3.86
278	Daniel Hudson	37	LAD	6	1	.857	2.02	50	0	15	0	0	9	49.0	31	15	11	6	11	1	50	1	0	2	189	198	3.46	0.857	5.7	1.1	2.0	9.2	4.55
279	Raisel Iglesias	34	ATL	2	1	.667	1.54	46	0	36	0	0	25	46.2	23	11	8	2	8	1	45	2	0	1	172	273	2.45	0.664	4.4	0.4	1.5	8.7	5.63
280	Luke Jackson	32	TOT	4	2	.667	5.83	41	0	7	0	0	0	41.2	46	28	27	7	19	0	42	2	0	3	187	69	4.86	1.560	9.9	1.5	4.1	9.1	2.21
281	Alek Jacob	26	SDP	0	0		1.42	4	0	0	0	0	0	6.1	4	1	1	0	1	0	13	1	0	0	25	303	0.02	0.789	5.7	0.0	1.4	18.5	13.00
282	Joe Jacques*	29	ARI	0	0		13.50	1	0	0	0	0	0	1.1	3	2	2	1	1	0	0	0	0	0	7	39	15.18	3.000	20.3	6.8	6.8	0.0	0.00
283	Bryce Jarvis	26	ARI	1	2	.333	3.19	44	0	17	0	0	0	59.1	52	25	21	6	33	4	38	5	0	4	258	130	5.13	1.433	7.9	0.9	5.0	5.8	1.15
284	Tyler Jay*	30	TOT	0	0		4.70	5	0	4	0	0	0	7.2	9	5	4	0	6	0	6	0	0	1	36	94	3.96	1.957	10.6	0.0	7.0	7.0	1.00
285	Joe Jiménez	29	ATL	1	4	.200	2.85	48	0	6	0	0	3	47.1	33	15	15	1	17	1	51	3	0	0	194	148	2.56	1.056	6.3	0.2	3.2	9.7	3.00
286	Pierce Johnson	33	ATL	5	4	.556	3.57	41	0	9	0	0	1	40.1	35	17	16	2	20	1	52	2	0	2	173	118	2.88	1.364	7.8	0.4	4.5	11.6	2.60
287	Janson Junk	28	MIL	0	0		6.75	5	0	2	0	0	0	8.0	16	6	6	2	2	0	8	0	0	0	40	65	5.18	2.250	18.0	2.3	2.3	9.0	4.00
